history,scenario,attempt_budget,policy,eligible_failures,distinct_failed_questions,evaluated_questions,evaluated_episodes,next_repeat_rate,next_switch_rate,next_stop_rate,mean_probability_drop,mean_first_arm_observations,mean_initial_logit_bonus,valid_bootstrap_draws,recovery,recovery_low,recovery_high,mean_cost,mean_cost_low,mean_cost_high,recovery_delta,recovery_delta_low,recovery_delta_high,cost_delta,cost_delta_low,cost_delta_high
50,arm_shift,3,original,114,52,60,180,0.6228070175438597,0.37719298245614036,0.0,0.01553835341621504,89.5701754385965,0.8809213895821261,2000,0.39473684210526316,0.28695652173913044,0.5091087344028519,3.8279990453324824,3.574510306489078,4.079186745290237,0.0,0.0,0.0,0.0,0.0,0.0
50,arm_shift,3,discount_after_failure,114,52,60,180,0.6228070175438597,0.37719298245614036,0.0,0.015547753395067474,89.5701754385965,0.8809213895821261,2000,0.39473684210526316,0.28695652173913044,0.5091087344028519,3.78271060199493,3.536709649594061,4.022682153379402,0.0,0.0,0.0,-0.04528844333755306,-0.13346282491668185,0.012522600978409874
50,arm_shift,3,repeat_initial,114,52,60,180,1.0,0.0,0.0,0.01553835341621504,89.5701754385965,0.8809213895821261,2000,0.2631578947368421,0.1717035217035217,0.36363636363636365,3.7664466704540507,3.489894840649864,4.073398233954969,-0.13157894736842105,-0.21569952305246423,-0.05217391304347826,-0.06155237487843219,-0.3247345925496346,0.1629400997840468
50,arm_shift,3,switch_on_failure,114,52,60,180,0.0,1.0,0.0,0.01553835341621504,89.5701754385965,0.8809213895821261,2000,0.4649122807017544,0.35181623931623934,0.5818181818181818,6.2054525925119135,5.648778378282114,6.7219993147426695,0.07017543859649122,-0.03306473829201102,0.16964706873315363,2.37745354717943,1.9046021881909356,2.8325697614997423
50,arm_shift,5,original,114,52,60,180,0.6228070175438597,0.37719298245614036,0.0,0.01553835341621504,89.5701754385965,0.8809213895821261,2000,0.5263157894736842,0.4126750700280112,0.6509433962264151,5.531562385537395,5.005472264545394,6.042139397525073,0.0,0.0,0.0,0.0,0.0,0.0
50,arm_shift,5,discount_after_failure,114,52,60,180,0.6228070175438597,0.37719298245614036,0.0,0.015547753395067474,89.5701754385965,0.8809213895821261,2000,0.5263157894736842,0.4126750700280112,0.6509433962264151,5.5086447713879885,4.984812498317714,6.010597156364629,0.0,0.0,0.0,-0.022917614149406938,-0.07538198484204502,0.0
50,arm_shift,5,repeat_initial,114,52,60,180,1.0,0.0,0.0,0.01553835341621504,89.5701754385965,0.8809213895821261,2000,0.3684210526315789,0.24761904761904763,0.5,5.533887493844351,5.071121751951875,5.992801059264099,-0.15789473684210525,-0.2586283866995074,-0.06085644677661177,0.00232510830695526,-0.4817960275154252,0.46508838286383075
50,arm_shift,5,switch_on_failure,114,52,60,180,0.0,1.0,0.0,0.01553835341621504,89.5701754385965,0.8809213895821261,2000,0.543859649122807,0.4297520661157025,0.6666666666666666,8.319909184595797,7.407666749586396,9.133498087355113,0.017543859649122806,-0.08772411798727588,0.12,2.7883467990584,2.1356403073742465,3.457897844105537
50,id,3,original,105,51,60,180,0.5523809523809524,0.44761904761904764,0.0,0.01554284946342573,86.34285714285714,0.9311802528283357,2000,0.3904761904761905,0.28407196969696974,0.5050505050505051,3.6112863857268436,3.3898148683049834,3.82343349971977,0.0,0.0,0.0,0.0,0.0,0.0
50,id,3,discount_after_failure,105,51,60,180,0.5714285714285714,0.42857142857142855,0.0,0.015560365589306974,86.34285714285714,0.9311802528283357,2000,0.3904761904761905,0.28407196969696974,0.5050505050505051,3.6097842383519163,3.3979527793379667,3.8076793402760214,0.0,0.0,0.0,-0.0015021473749280813,-0.06880089630269498,0.04717339736998375
